Rip,Name (Showing 19337 of 19337 Total),"Species Corrected",In Latin Genus List Ref.,"Created Date","Updated Date",Maker,Maker List Ref.,Build,Padding,Appearance,Leg Type,Finger Type,Base Colour,Eye Colour,Avatar Type,Pulled
Terra Firma Owner: SparkysStitches Species: mole DB Added: 2010-07-04 Created: 2010-07-03 Updated: 2011-01-19 Builder(s): Sparky's Stitches,Terra Firma,Mole,160,03-07-2010,19-01-2011,Sparkyena,700,Fullsuit,None,Toony,Plantigrade,Five,Black,Brown,Missingno (No Avatar Graphic Found),
,Blitz,Dog Domestic,47,,,Speckled Blue Nose,701,Partial,None,Toony,N/A,N/A,Brown,Blue,Dog Half Cocked Stub Tail,
,Bolt,Hybrid Custom,120,,,Speckled Blue Nose,701,Fullsuit,None,Toony,Digitigrade,Four,White,Brown,Hybrid,
,Apollo,Horse,113,,,Specter Suits,703,Partial,None,Realistic,Plantigrade,Other,Brown,Blue,Horse,
,Brown Dog Jackal,Hybrid Custom,120,,,Specter Suits,703,Partial,None,Realistic,N/A,N/A,Brown,Blue,Hybrid,
,Brown Liger,Hybrid Liger/Tigon,130,,,Specter Suits,703,Partial,None,Toony,Digitigrade,Four,Brown,Orange,Hybrid,
,Flame Point Cat,Cat Domestic,18,,,Specter Suits,703,Partial,None,Toony,Plantigrade,Five,White,Blue,Domestic Cat,
,Furred Tox,Hybrid Custom,120,,,Specter Suits,703,Partial,None,Realistic,N/A,N/A,Black,Red,Hybrid,
,Golden Lion,Lion,152,,,Specter Suits,703,Partial,None,Toony,Plantigrade,Five,Brown,Green,Lion,
,Grey Tanuki,Tanuki,199,,,Specter Suits,703,Partial,None,Toony,Plantigrade,Four,Grey,Brown,Tanuki,
,Harley Doberson,Dog Doberman,46,,,Specter Suits,703,Fullsuit,None,Realistic,Digitigrade,Four,Black,Orange,Dog Half Cocked Stub Tail,
,Hellhound,Hybrid Custom,120,,,Specter Suits,703,Partial,None,Toony,Plantigrade,Five,Black,Orange,Hybrid,
,Orange Fox,Fox,100,,,Specter Suits,703,Partial,None,Toony,Plantigrade,Five,Orange,Green,Fox,
,Rotti,Dog Rottweiler,60,,,Specter Suits,703,Partial,None,Toony,N/A,N/A,Black,Brown,Dog Half Cocked Stub Tail,
,Snarly Wolf,Wolf,210,,,Specter Suits,703,Partial,None,Toony,N/A,N/A,Grey,Orange,Wolf,
,Lassiter Cat,Bird,13,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Brown,Green,Bird (Small),
,Panda Fursuit Head,Panda,171,,,Spinfox,704,Partial,None,Toony,N/A,N/A,White,Green,Bear,
,Puffball,Fantasy - Alien,72,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Four,White,Blue,Missingno (No Avatar Graphic Found),
Punkitty Owner: spinfox Species: Imaginary DB Added: 2010-09-14 Created: 2010-04-15 Updated: 2010-09-14 Builder(s): spinfox,Punkitty,Fantasy - Alien,72,15-04-2010,14-09-2010,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Four,Pink,Blue,Missingno (No Avatar Graphic Found),
Punkster Owner: spinfox Species: Imaginary DB Added: 2010-09-14 Created: 2009-09-02 Updated: 2010-09-14 Builder(s): spinfox,Punkster,Fantasy - Alien,72,02-09-2009,14-09-2010,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Other,Blue,Green,Missingno (No Avatar Graphic Found),
,Rabbit Fursuit,Rabbit,182,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Grey,Grey,Rabbit,
,Renamon,Fantasy - Digimon,77,,,Spinfox,704,Fullsuit,None,Realistic Toony,Plantigrade,Other,Yellow,Blue,Media,
Spinfox Owner: spinfox Species: fox DB Added: 2010-09-14 Created: 2008-03-19 Updated: 2010-09-14 Builder(s): spinfox,Spinfox,Fox,100,19-03-2008,14-09-2010,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Fox,
spinfox 2 Owner: spinfox Species: fox DB Added: 2010-12-29 Created: 2010-10-10 Updated: 2010-12-29 Builder(s): spinfox,Spinfox,Fox,100,10-10-2010,29-12-2010,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Fox,
,Spinfox,Fox,100,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Fox,
,Tim Wolf,Wolf,210,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Wolf,
,Verzaye,Bat,10,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Green,Red,Missingno (No Avatar Graphic Found),
,Zport,Tiger,202,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Yellow,Green,Tiger,
,Zport,Tiger,202,,,Spinfox,704,Fullsuit,None,Toony,Plantigrade,Five,Yellow,Green,Tiger,
,Achilles,Hybrid Custom,120,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Digitigrade,Four,Blue,Black,Hybrid,
,Bamboo,Hybrid Dutch Angel Dragon,123,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Digitigrade,Four,Black,Green,Angel Dragon,
,Bamboo,Hybrid Dutch Angel Dragon,123,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Digitigrade,Four,Black,Green,Angel Dragon,
,Eventide,Hybrid Custom,120,,,SpiritPanda Creature Cosplay and Costumes,705,Partial,None,Realistic Toony,N/A,N/A,Rainbow,Black,Hybrid,
,Malibu Saber,Extinct Mammal,71,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Toony,Digitigrade,Four,Blue,Orange,Extinct,
,Max,Hybrid Custom,120,,,SpiritPanda Creature Cosplay and Costumes,705,Partial,None,Toony,N/A,N/A,Grey,Brown,Hybrid,
,Mega Charizard X,Fantasy - Pokemon,91,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Digitigrade,Other,Black,Red,Media,
,Panda-kun,Panda,171,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Plantigrade,Five,White,Black,Bear,
,Revali,Fantasy - Media,87,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Plantigrade,Other,Blue,Green,Media,
,Scyther,Fantasy - Pokemon,91,,,SpiritPanda Creature Cosplay and Costumes,705,Fullsuit,None,Realistic Toony,Plantigrade,Other,Green,Blue,Media,
,Arco,Wolf,210,,,Spit and Ink Studios,706,Partial,None,Toony,Plantigrade,Five,White,Orange,Wolf,
,Duff,Jackal,146,,,Spit and Ink Studios,706,Partial,None,Toony,N/A,N/A,Brown,Brown,Dog Thick Tail,
,Krank,Hybrid Custom,120,,,Spit and Ink Studios,706,Partial,None,Toony,N/A,N/A,Grey,Green,Hybrid,
,Omen,Hybrid Custom,120,,,Spit and Ink Studios,706,Partial,None,Toony,N/A,N/A,Black,Brown,Hybrid,
,Spitfire,Hybrid Custom,120,,,Spit and Ink Studios,706,Fullsuit,None,Toony,Digitigrade,Five,White,Green,Hybrid,
,Akenthu,Dinosaur,30,,,Splinter Fox Productions,707,Partial,None,Realistic,N/A,N/A,Grey,Green,Extinct,
,Ash,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Realistic,N/A,N/A,Brown,Green,Wolf,
,Aster,Dog Domestic,47,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Blue,Blue,Dog Half Cocked Stub Tail,
,Australian Shepherd Premade,Dog Australian Shepherd,33,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Multi,Dog Half Cocked Medium Tail,
,BioFlux,Hybrid Crux,119,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,N/A,N/A,Grey,Orange,Hybrid,
,Black Femmy Wolf,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Green,Wolf,
,Bloody Nosed Possum,Possum,179,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Blue,"Mustelidae (Weasel, Meerkat etc)",
,Blue Dog,Dog German Shepherd,48,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Four,Blue,Blue,Dog Thick Tail,
,BolderDash,Dog Husky,52,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Green,Husky,
,Border Collie Head,Dog Border Collie,35,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Multi,Dog Half Cocked Medium Tail,
,Budi,Fox,100,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Yellow,Fox,
,Carrots,Rabbit,182,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Grey,Purple,Rabbit,
,Chance,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Green,Hybrid,
,Cloudy,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Realistic,N/A,N/A,Blue,Green,Hybrid,
,Cotton Candy Mutt,Dog Domestic,47,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Blue,Pink,Dog Half Cocked Stub Tail,
,D-Slide,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Blue,Hybrid,
,Darkstory,Fantasy - Dragon,78,,,Splinter Fox Productions,707,Partial,None,Realistic,N/A,N/A,Black,Green,Dragon,
,Darkstory,Fantasy - Dragon,78,,,Splinter Fox Productions,707,Partial,None,Realistic,N/A,N/A,Black,Green,Dragon,
,Darkstriss,Fantasy - Dragon,78,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,Plantigrade,Five,Purple,Green,Dragon,
,Daydreamer ,Fox,100,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Grey,Blue,Fox,
,DeStar,Red Panda,185,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Four,Brown,Multi,Red Panda,
,Diesel,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Blue,Wolf,
,Dotti,Dog Dalmatian,45,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Digitigrade,Four,White,Multi,Dalmation,
,Egyptian Dragon,Fantasy - Dragon,78,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,N/A,N/A,Green,Red,Dragon,
,Equinox,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Multi,Hybrid,
,Ferrow,Fox,100,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Brown,Fox,
,Fi,Dog Domestic,47,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Dog Half Cocked Stub Tail,
,Galaxy,Dog Domestic,47,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Green,Dog Half Cocked Stub Tail,
,Ghost,Lion,152,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,White,Purple,Lion,
,Grease Coyote,Coyote,25,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Brown,Green,Dog Thick Tail,
,Grible,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Brown,Hybrid,
,Halloween Sugar Skull,Fantasy - Undead,92,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,Plantigrade,Four,White,Blue,Missingno (No Avatar Graphic Found),
,Harley,Wolf,210,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Five,Black,Purple,Wolf,
,HogWash,Dog Husky,52,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Orange,Green,Husky,
,Jack,Wolf,210,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Four,Black,Red,Wolf,
,Jasonafex (Verge),Dinosaur,30,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Five,Green,Blue,Extinct,
,Jasper,Coyote,25,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Orange,Multi,Dog Thick Tail,
,Jolt,Cat Domestic,18,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Blue,Brown,Domestic Cat,
,Kabier,Dinosaur,30,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Five,Brown,Pink,Extinct,
,Kaysl,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Green,Hybrid,
,Kouya,Fox,100,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Fox,
,Kuro,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Blue,Wolf,
,Kuza,Red Panda,185,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Orange,Blue,Red Panda,
Maggie Owner: Wolfstang Species: DB Added: 2015-05-01 Created: 2015-03-01 Updated: 2015-05-30 Builder(s): SplinterFoxProductions,Maggie,Hybrid Custom,120,01-03-2015,30-05-2015,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Hybrid,
,Mei,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,White,Green,Wolf,
,Mtani,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Blue,Wolf,
,NeeNee,Fox,100,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Digitigrade,Four,Orange,Green,Fox,
,Nikki the Coon Dog,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Five,Black,Pink,Hybrid,
,Odie,Dog Corgi,43,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Five,Red,Yellow,Dog Half Cocked Stub Tail,
,Onyx,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Black,Pink,Hybrid,
,Piper,Dog Domestic,47,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Brown,Blue,Dog Half Cocked Stub Tail,
,Pitbull Husky Rottweiler Hybrid,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Multi,Hybrid,
,Pumpkin Spice Corgi,Dog Corgi,43,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Dog Half Cocked Stub Tail,
,Punky,Jackal,146,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,White,Green,Dog Thick Tail,
,Rainbow,Okapi,166,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Brown,Blue,Missingno (No Avatar Graphic Found),
,Renamon,Fantasy - Digimon,77,,,Splinter Fox Productions,707,Fullsuit,None,Realistic Toony,Digitigrade,Other,Yellow,Blue,Media,
,Rose,Extinct Mammal,71,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Blue,Purple,Extinct,
,Ryukiin,Fantasy - Dragon,78,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,Plantigrade,Five,White,Blue,Dragon,
,Saber Tooth Mini Partial,Extinct Mammal,71,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Black,Blue,Extinct,
,Samantha,Cheetah,19,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Brown,Brown,Spotted Cat,
,Sarin,Dog German Shepherd,48,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Digitigrade,Five,Green,Yellow,Dog Thick Tail,
,Sasha,Hyena,144,,,Splinter Fox Productions,707,Partial,None,Realistic,N/A,N/A,Brown,Multi,Missingno (No Avatar Graphic Found),
,Scavenge WhiteFang,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,White,Purple,Wolf,
,Sergal Crux,Hybrid Custom,120,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,N/A,N/A,Green,Blue,Hybrid,
,Sergal Partial,Hybrid Sergal,134,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Black,Brown,Hybrid,
,Sirus,Coyote,25,,,Splinter Fox Productions,707,Partial,None,Realistic,Plantigrade,Four,Blue,Green,Dog Thick Tail,
,Sirus,Coyote,25,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Blue,Green,Dog Thick Tail,
,Slumber,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Orange,Wolf,
,Stormi,Fox,100,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Blue,Multi,Fox,
,Striped Hyena,Hyena,144,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Pink,Missingno (No Avatar Graphic Found),
,Tailia,Fantasy - Dragon,78,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Green,Yellow,Dragon,
,Tobin,Extinct Mammal,71,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Brown,Blue,Extinct,
,Tolender,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Grey,Yellow,Wolf,
,Val,Hybrid Custom,120,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Digitigrade,Four,Brown,Orange,Hybrid,
,Venom,Fox,100,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,Grey,Red,Fox,
,Visceral,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Black,Yellow,Wolf,
,Volfe,Hybrid Custom,120,,,Splinter Fox Productions,707,Fullsuit,None,Toony,Plantigrade,Five,Black,Blue,Hybrid,
,Volibear,Bear,11,,,Splinter Fox Productions,707,Partial,None,Realistic Toony,N/A,N/A,White,Blue,Bear,
,White Wolf Partial,Wolf,210,,,Splinter Fox Productions,707,Partial,None,Toony,Plantigrade,Four,White,Yellow,Wolf,
,Zeneth Starr,Hybrid Kitsune,129,,,Splinter Fox Productions,707,Partial,None,Toony,N/A,N/A,Red,Grey,Hybrid,
,De'ville,Extinct Mammal,71,,,SplootSuits,708,Fullsuit,None,Toony,Plantigrade,Five,Black,Brown,Extinct,
,Emery,Dog Domestic,47,,,SplootSuits,708,Partial,None,Toony,Plantigrade,Five,White,Green,Dog Half Cocked Stub Tail,
,Epitome,Fox,100,,,SplootSuits,708,Fullsuit,None,Toony,Plantigrade,Five,Orange,Blue,Fox,
,Firefly,Rabbit,182,,,SplootSuits,708,Partial,None,Toony,Plantigrade,Four,Purple,Blue,Rabbit,
,Java Jones,Lion,152,,,SplootSuits,708,Fullsuit,None,Toony,Plantigrade,Five,Brown,Black,Lion,
,Kiwi,Cat Domestic,18,,,SplootSuits,708,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Domestic Cat,
,Lev,Fox,100,,,SplootSuits,708,Partial,None,Toony,N/A,N/A,Orange,Blue,Fox,
,Nova,Extinct Mammal,71,,,SplootSuits,708,Partial,None,Toony,N/A,N/A,Grey,Green,Extinct,
,Record,Dog Domestic,47,,,SplootSuits,708,Fullsuit,None,Toony,Plantigrade,Four,Blue,Purple,Dog Half Cocked Stub Tail,
,Rex Rat,Rat,184,,,SplootSuits,708,Partial,None,Toony,N/A,N/A,Brown,Brown,Mouse (Rat),
,Tusky 101,Dog Dalmatian,45,,,SplootSuits,708,Partial,None,Toony,Plantigrade,Four,White,Brown,Dalmation,
,Twix,Dog Corgi,43,,,SplootSuits,708,Partial,None,Toony,N/A,N/A,Brown,Red,Dog Half Cocked Stub Tail,
,A Blue Tree Frog,Frog,101,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Blue,Yellow,Missingno (No Avatar Graphic Found),
,Akela,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Digitigrade,Five,Grey,Blue,Wolf,
,Alonely,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Black,Yellow,Wolf,
,Andre,Fantasy - Dragon,78,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Green,Brown,Dragon,
,Apsol,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Grey,Wolf,
,Baxter Fox,Fox,100,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Red,Black,Fox,
,Black and Blue Wolfie,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Wolf,
,Black and Red Sergal,Hybrid Sergal,134,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Black,Red,Hybrid,
,Blue Jay,Bird,13,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Blue,Blue,Bird (Small),
,Blue Velour Fox,Fox,100,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Blue,Blue,Fox,
,Blue Wolf,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Wolf,
,Bomber Fox,Fox,100,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Four,Red,Blue,Fox,
,Boondox,Bear,11,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Black,Brown,Bear,
,Catamitz,Wolf,210,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Four,Black,Blue,Wolf,
,Convoy D,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Wolf,
,Creedence Lombax,Hybrid Custom,120,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Hybrid,
,Dakota,Lion,152,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Lion,
,Dakota,Lion,152,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Lion,
,Deceived Kitty,Cat Domestic,18,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Black,Blue,Domestic Cat,
,Destinii,Hybrid Custom,120,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Pink,Grey,Hybrid,
,Dexter,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Black,Blue,Wolf,
,Diego,Fox,100,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Red,Fox,
,Dieter,Kangaroo,148,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Kangaroo,
,Dieter Wolf,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Grey,Green,Wolf,
,Diff Bax,Hybrid Custom,120,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Green,Hybrid,
,Doe,Deer,28,,,Spotty Productions,709,Partial,None,Toony,N/A,N/A,Brown,Blue,Deer,
,Dolmuth,Jackal,146,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Dog Thick Tail,
,Draelen Plushie Dragon,Fantasy - Dragon,78,,,Spotty Productions,709,Fullsuit,Plush,Toony,Plantigrade,Four,Blue,Blue,Dragon,
,Dreamtime Roo,Kangaroo,148,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Kangaroo,
,Dreamtime Roo,Kangaroo,148,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Kangaroo,
,Dusty,Horse,113,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Other,Grey,Green,Horse,
,Egyptian Croc,Crocodile,26,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Green,Red,Missingno (No Avatar Graphic Found),
,Fenix,Fantasy - Dragon,78,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Blue,Brown,Dragon,
,Fennekin Plushie,Fantasy - Pokemon,91,,,Spotty Productions,709,Fullsuit,Plush,Toony,Plantigrade,Four,Yellow,Red,Media,
,Frisby,Rat,184,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,White,Red,Mouse (Rat),
,Fuskr,Dog Domestic,47,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Black,Blue,Dog Half Cocked Stub Tail,
,Goldendragoneyes,Fantasy - Dragon,78,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,White,Grey,Dragon,
,H.P. Lombax,Fantasy - Media,87,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Yellow,Green,Media,
,H.P. Lombax,Fantasy - Media,87,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Yellow,Green,Media,
,Hindpaws,Snow Leopard,196,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Snow Leopard,
,Hindpaws Roo,Kangaroo,148,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Kangaroo,
,Howie,Bird,13,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Other,Blue,Green,Bird (Small),
,Hunter,Snow Leopard,196,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Grey,Brown,Snow Leopard,
,Inuchan,Fantasy - Dragon,78,,,Spotty Productions,709,Fullsuit,Muscle,Toony,Digitigrade,Five,Grey,Red,Dragon,
Iron Sunsetscales Owner: Iron Sunsetscales Species: dragon DB Added: 2011-04-07 Created: 2010-02-15 Updated: 2011-04-07 Builder(s): Hindpaws,Iron Sunsetscales,Fantasy - Dragon,78,15-02-2010,07-04-2011,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Orange,Yellow,Dragon,
,Jaycatt,Cat Domestic,18,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Domestic Cat,
,Karcenogen,Fantasy - Dragon,78,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Black,Green,Dragon,
,Karcenogen,Fantasy - Dragon,78,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Black,Green,Dragon,
,Keeva,Cheetah,19,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Yellow,Blue,Spotted Cat,
,Kumori Urufu,Hybrid Custom,120,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,Grey,Red,Hybrid,
,Kyo,Red Panda,185,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Red Panda,
,Leguma,Lion,152,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Green,Lion,
,Malacath,Tiger,202,,,Spotty Productions,709,Partial,None,Toony,Plantigrade,Five,White,Blue,Tiger,
,Master Cabolf,Wolf,210,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Black,Yellow,Wolf,
,Merlot,Fox,100,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Red,Blue,Fox,
,Myst,Rabbit,182,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Blue,Blue,Rabbit,
,Nousagi,Rabbit,182,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Brown,Yellow,Rabbit,
,Ocelot,Ocelot,165,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Spotted Cat,
Omega Silvertip Owner: omegafolf Species: folf DB Added: 2009-02-07 Created: 2007-06-07 Updated: 2009-03-27 Builder(s): Hindpaws,Omega Silvertip,Hybrid Custom,120,07-06-2007,27-03-2009,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Four,Brown,Multi,Hybrid,
,Oz Kangaroo Rat,Rat,184,,,Spotty Productions,709,Fullsuit,Plush,Toony,Plantigrade,Five,White,Brown,Mouse (Rat),
,Pink Husky,Dog Husky,52,,,Spotty Productions,709,Fullsuit,None,Toony,Plantigrade,Five,Pink,Blue,Husky,
